"MEMBER_ID","JTXX_ID","CYXM","CYSFZ","WHCD","ZXSZK","JKZK","CJDJ","CJLB","LDJN","YHZGX","SFSW"
"40342","25751","坚爬亚","220600201501106909",,,"04","三级","02","0","01","1"
"40343","25752","坚嵝凑","220600194005156963",,,"04","三级","01","0","01","1"
"40344","25753","坚鄂伤","220600196801076963",,,"04","二级","01","0","01","1"
"40345","25754","长因譬","220600198608076960",,,"04","三级","01","0","01","1"
"40346","25755","孛愚骁","220600194909116956",,,"04","三级","01","0","01","1"
"40347","25756","吕虏蕴","220600196407136964",,,"04","三级","02","0","01","1"
"40348","25757","哈绝绝","220600198801106551",,,"04","一级","04","0","01","1"
"40349","25758","长荚荚","220600195105286962",,,"04","四级","01","0","01","1"
"4035","1562","班稍怯","341502195105085365",,,"04","四级","01","3","01","1"
"40350","25759","邹爵襄","220600194703286909",,,"04","三级","01","0","01","1"
"40351","25760","长贤钮","220600195005256969",,,"04","三级","05","0","01","1"
"40353","25762","孛哎英","22060019431011695X",,,"04","二级","03","0","01","1"
"40354","25763","长栽灼","220600194612136964",,,"04","三级","01","0","01","1"
"38168","23577","野小凑","220600196410114862",,,"04","二级","01","0","01","1"
"38169","23578","贾筋苗","220600197804134860",,,"04","三级","01","0","01","1"
"3817","1461","镇苗谅","341502194105165352",,,"02",,,"5","01","1"
"38170","23579","贾凑伤","220600195310184842",,,"04","二级","01","0","01","1"
"38171","23580","野莫府","220600197708154861",,,"04","三级","01","0","01","1"
"38172","23581","野所唁","220600197708294848",,,"04","二级","01","0","01","1"
"38173","23582","野凑府","220600197611034863",,,"04","二级","06","0","01","1"
"38174","23583","贾活停","22060019640304486X",,,"04","四级","01","0","01","1"
"38175","23584","贾输珐","220600194801064867",,,"04","三级","05","0","01","1"
"38176","23585","方劭","220600195806164853",,,"04","三级","02","0","01","1"
"38177","23586","野小譬","22060019650131486X",,,"04","三级","01","0","01","1"
"38178","23587","贾恋局","220600198809014862",,,"04","二级","05","0","01","1"
"38179","23588","针所兹","22060019490410485X",,,"04","四级","03","0","01","1"
"3818","1462","麴埠英","341502196510195300",,,"02",,,"3","01","1"
"38180","23589","贾蒂英","220600193009164851",,,"04","三级","01","0","01","1"
"38181","23590","野滨蒂","220600195512164866",,,"04","二级","03","0","01","1"
"38182","23591","针凑英","220600194705264850",,,"04","三级","01","0","01","1"
"38183","23592","贾宝府","220600196908074861",,,"04","三级","01","0","01","1"
"38184","23593","初恩流","220600195508084855",,,"04","三级","01","0","01","1"
"38185","23594","贾毡岸","220600193011014860",,,"04","三级","01","0","01","1"
"38186","23595","戚再英","220600195212034859",,,"04","三级","01","0","01","1"
"38187","23596","镇流费","220600193405214857",,,"04","三级","01","0","01","1"
"38188","23597","贾蒂俊","220600193709204869",,,"04","四级","01","0","01","1"
"38189","23598","野伤圣","220600193308074864",,,"04","四级","01","0","01","1"
"3819","1462","丛筹","341502199511165369",,,"01",,,"2","03","1"
"38190","23599","贾诡裂","220600194205024869",,,"04","二级","01","0","01","1"
"38191","23600","贾小恩","220600197404254871",,,"04","四级","01","0","01","1"
"38192","23601","程筋英","220600194404064855",,,"04","三级","01","0","01","1"
"38193","23602","戚滤钮","220600195004184852",,,"04","三级","01","0","01","1"
"38827","24236","长贤钮","220600197807309005",,,"04","三级","04","0","01","1"
"38828","24237","吕忍伤","220600196407019071",,,"04","二级","01","0","01","1"
"38829","24238","吕廉府","220600197303309060",,,"04","四级","01","0","01","1"
"3883","1494","镇惶","341502198911085347",,,"01",,,"2","03","1"
"38830","24239","吕桃艳","220600196211199066",,,"04","三级","01","0","01","1"
"38831","24240","吕恩谅","220600194607239053",,,"04","三级","01","0","01","1"
"38832","24241","吕玄英","220600195903189067",,,"04","二级","01","0","01","1"
"38833","24242","吕筋惶","22060019620527906X",,,"04","二级","05","0","01","1"
"38834","24243","吕衰伤","220600197107079069",,,"04","二级","05","0","01","1"
"38835","24244","吕海淘","22060019590612906X",,,"04","三级","01","0","01","1"
"38836","24245","吕吼扶","220600195610039065",,,"04","二级","01","0","01","1"
"38837","24246","吕贤艳","220600196710069063",,,"04","三级","01","0","01","1"
"38838","24247","吕功悬","220600194007289065",,,"04","三级","01","0","01","1"
"38839","24248","吕胳悬","220600194803069063",,,"04","二级","01","0","01","1"
"3884","1495","全贤艳","341502195001205369",,,"04","二级","05","5","01","1"
"38840","24249","吕筋英","220600195408209059",,,"04","四级","01","0","01","1"
"38841","24250","吕讶磺","220600197812219063",,,"04","二级","04","0","01","1"
"38842","24251","吕蒜姥","22060019531221905X",,,"04","三级","01","0","01","1"
"37069","22478","吕课筹","220600201109213160",,,"04","三级","03","0","01","1"
"38844","24253","吕挚饯","220600201205199063",,,"04","二级","03","0","01","1"
"38845","24254","吕吼扶","220600195706279864",,,"04","四级","01","0","01","1"
"35988","21397","吕雁","220600199911035357",,,"04","二级","02","0","01","1"
"35989","21398","班小惶","220600196704206260",,,"04","四级","01","0","01","1"
"3599","1375","友怯好","341502197903090168",,,"01",,,"2","01","1"
"35990","21399","达轳择","220600201606265340",,,"04","四级","03","0","01","1"
"35991","21400","野圣府","220600197606165260",,,"04","三级","05","0","01","1"
"35992","21401","律媚艽","220600201402205303",,,"04","二级","03","0","01","1"
"35993","21402","吕珐府","220600196003066277",,,"04","三级","04","0","01","1"
"35994","21403","熊恩譬","22060020130708534X",,,"04","二级","03","0","01","1"
"35995","21404","初愚凑","220600198105315368",,,"04","二级","03","0","01","1"
"35996","21405","达衰流","220600196401216250",,,"04","一级","06","0","01","1"
"35997","21406","孛搜姥","220600194804286203",,,"04","三级","03","0","01","1"
"35998","21407","熊兹觑","220600201808163107",,,"04","四级","03","0","01","1"
"35999","21408","坚锐保","220600195909126251",,,"04","四级","01","0","01","1"
"36","17","达惶恋","341502196803060362",,,"01",,,"2","03","1"
"360","141","镇流茂","341502194505250353",,,"04","一级","04","5","01","1"
"3600","1375","友诡枝","341502200403160160",,"11","01",,,"2","03","1"
"36000","21409","初姣姣","220600199002195388",,,"04","二级","02","0","01","1"
"36001","21410","错嗓羌","220600196705296202",,,"04","三级","01","0","01","1"
"36002","21411","江贤艳","220600195701105267",,,"04","三级","01","0","01","1"
"36003","21412","力课酚","220600199502065360",,,"04","二级","01","0","01","1"
"36004","21413","熊衰逐","220600195311156261",,,"04","三级","01","0","01","1"
"36005","21414","江贤府","220600196906126269",,,"04","二级","01","0","01","1"
"36006","21415","江雁譬","220600198107295268",,,"04","三级","01","0","01","1"
"36007","21416","力衰府","220600196205076262",,,"04","二级","01","0","01","1"
"36008","21417","江愚糕","220600197207136761",,,"04","三级","05","0","01","1"
"36009","21418","吕活宝","220600196303176267",,,"04","二级","01","0","01","1"
"3601","1376","友绰府","341502195402020162",,,"04","三级","01","3","01","1"
"36010","21419","孛凑流","220600197404266290",,,"04","三级","04","0","01","1"
"36011","21420","江小惶","220600197108306243",,,"04","四级","01","0","01","1"
"36012","21421","桓戒戒","220600199402255351",,,"04","三级","01","0","01","1"
"36013","21422","伍峪庭","220600200411075358",,,"04","三级","01","0","01","1"
"36014","21423","江锐英","220600196804266201",,,"04","二级","05","0","01","1"
"36015","21424","江贤府","220600195603136262",,,"04","三级","01","0","01","1"
"36016","21425","卷小流","220600196711055712",,,"04","二级","01","0","01","1"
"36017","21426","坚锯襄","220600195403106253",,,"04","二级","01","0","01","1"
"36018","21427","桓小府","220600197303166274",,,"04","二级","04","0","01","1"
"36019","21428","孛融","220600194712286265",,,"04","四级","01","0","01","1"
"3602","1376","镇苗棉","341502195409090155",,,"01",,,"3","02","1"
"36020","21429","江府保","220600195211266260",,,"04","四级","01","0","01","1"
"36021","21430","江小逐","220600196907066245",,,"04","三级","01","0","01","1"
"36022","21431","江垂府","220600195702261165",,,"04","三级","01","0","01","1"
"36023","21432","江裤匈","220600194911126248",,,"04","三级","01","0","01","1"
"36024","21433","达流流","220600196002146259",,,"04","二级","07","0","01","1"
"36025","21434","江凝","220600200909205359",,,"04","一级","05","0","01","1"
"36026","21435","程诡英","220600194007136202",,,"04","三级","02","0","01","1"
"36027","21436","力毖","22060019961018536X",,,"04","三级","02","0","01","1"
"36028","21437","江贤譬","220600197009056269",,,"04","三级","01","0","01","1"
"36029","21438","江绸府","220600196306256246",,,"04","三级","01","0","01","1"
"3603","1377","友围瘪","341502198903310161",,,"01",,,"2","01","1"
"36030","21439","桓小譬","220600195609126268",,,"04","二级","02","0","01","1"
"36031","21440","江圣逐","220600195310036241",,,"04","四级","01","0","01","1"
"36032","21441","吕顾绣","220600194704156268",,,"04","四级","01","0","01","1"
"36033","21442","力贤逐","220600196807156243",,,"04","二级","02","0","01","1"
"36034","21443","力知玄","22060019740909626X",,,"04","一级","05","0","01","1"
"36035","21444","卷壕苗","220600196904135209",,,"04","四级","01","0","01","1"
"36036","21445","毛姥英","220600194310266253",,,"04","二级","01","0","01","1"
"36037","21446","笃港缸","220600196103196255",,,"04","三级","01","0","01","1"
"36038","21447","熊筋保","220600196311146287",,,"04","四级","07","0","01","1"
"36039","21448","律苗襄","220600198910215394",,,"04","四级","02","0","01","1"
"3604","1377","友希哲","341502200808040159",,"03","01",,,"5","04","1"
"36040","21449","力襄流","220600196604246257",,,"04","三级","01","0","01","1"
"36041","21450","江毡茂","220600195209126250",,,"04","四级","01","0","01","1"
"36042","21451","江垂宝","220600196502056268",,,"04","三级","01","0","01","1"
"36043","21452","卷襄府","220600195912246238",,,"04","二级","01","0","01","1"
"36044","21453","坚筋流","220600195907056253",,,"04","三级","01","0","01","1"
"36045","21454","江恋府","220600194911206264",,,"04","三级","01","0","01","1"
"36046","21455","律滨栽","220600194606206268",,,"04","三级","01","0","01","1"
"36047","21456","贾潭慢","220600195408296252",,,"04","四级","01","0","01","1"
"36048","21457","泰磺惶","220600194809126276",,,"04","二级","01","0","01","1"
"36049","21458","伍苗费","220600197208046282",,,"04","二级","05","0","01","1"
"3788","1447","伟去府","341502195707175368",,,"04","二级","02","5","01","1"
"36050","21459","达衰府","220600196702076271",,,"04","二级","04","0","01","1"
"36051","21460","江小宝","220600197902205239",,,"04","二级","05","0","01","1"
"36052","21461","班绣英","220600194510316200",,,"04","三级","01","0","01","1"
"36053","21462","江廉英","220600195402126252",,,"04","二级","01","0","01","1"
"36054","21463","达小寐","220600196805106242",,,"04","二级","04","0","01","1"
"36055","21464","达小羌","220600196506236266",,,"04","三级","01","0","01","1"
"37125","22534","长嵌府","22060019500114314X",,,"04","三级","01","0","01","1"
"37126","22535","国锯坪","220600195205113153",,,"04","三级","01","0","01","1"
"37127","22536","长围琉","220600200112173150",,,"04","二级","03","0","01","1"
"37128","22537","吕学伎","220600194909213166",,,"04","四级","01","0","01","1"
"37129","22538","吕缺保","220600195402143132",,,"04","二级","01","0","01","1"
"3713","1420","丛小紊","341502199204235363",,,"01",,,"2","03","1"
"37130","22539","熊融岸","220600193408273174",,,"04","三级","04","0","01","1"
"37131","22540","力费府","220600194912203161",,,"04","二级","06","0","01","1"
"37132","22541","长涸请","220600200705163185",,,"04","二级","06","0","01","1"
"37133","22542","孛廉钮","220600196302183158",,,"04","二级","01","0","01","1"
"336","132","镇迭茂","341502196708040347",,,"02",,,"2","01","1"
"3360","1287","达志艳","341502195211200160",,,"02",,,"3","01","1"
"33600","19009","谬入秀","220600193606244366",,,"04","三级","04","0","01","1"
"33601","19010","孛再伤","220600195401254367",,,"04","四级","01","0","01","1"
"33602","19011","孛蔷","220600198605164367",,,"04","四级","01","0","01","1"
"33603","19012","贾海惫","220600197502204333",,,"04","三级","01","0","01","1"
"33604","19013","孛力围","220600201201124363",,,"04","四级","03","0","01","1"
"33605","19014","吕兹厦","220600201207294339",,,"04","三级","04","0","01","1"
"33606","19015","孛诡费","220600195312174357",,,"04","四级","03","0","01","1"
"33607","19016","孛发英","22060019630325435X",,,"04","二级","04","0","01","1"
"33608","19017","贾范苗","220600196908214297",,,"04","三级","01","0","01","1"
"33609","19018","谬缺府","22060019571210434X",,,"04","三级","05","0","01","1"
"3361","1287","镇苗襄","341502195408210100",,,"04","四级","01","5","02","1"
"33610","19019","野诡英","220600194804154307",,,"04","二级","05","0","01","1"
"33611","19020","麴样怯缸","220600195209304360",,,"04","四级","01","0","01","1"
"33612","19021","贾锯谅","220600195608224309",,,"04","四级","02","0","01","1"
"33613","19022","律姥英","220600193908184354",,,"04","二级","04","0","01","1"
"33614","19023","孛锯英","220600194709104352",,,"04","三级","02","0","01","1"
"33615","19024","熊绣英","220600194402264351",,,"04","一级","04","0","01","1"
"36595","22004","殷嚷伤","220600197003152348",,,"04","三级","01","0","01","1"
"36596","22005","熊局譬","220600197704242362",,,"04","三级","01","0","01","1"
"36597","22006","仙缺嫖","220600196502162386",,,"04","三级","01","0","01","1"
"36598","22007","才府伤","220600196202212345",,,"04","三级","01","0","01","1"
"36599","22008","让发襄","220600195006192303",,,"04","三级","01","0","01","1"
"366","143","吕完花","341502196810240353",,,"01",,,"2","02","1"
"3660","1397","达掌花","341502196904190158",,,"01",,,"2","02","1"
"36600","22009","吕苗姥","220600194709172304",,,"04","三级","01","0","01","1"
"36601","22010","熊顾保","220600195111062260",,,"04","三级","01","0","01","1"
"36602","22011","孛诡英","220600194710112384",,,"04","二级","05","0","01","1"
"36603","22012","初橡融","22060019440721234X",,,"04","三级","05","0","01","1"
"36604","22013","丛凑襄","220600196611102251",,,"04","四级","01","0","01","1"
"36605","22014","漆筋伤","220600194203132364",,,"04","二级","05","0","01","1"
"36606","22015","江小壕","220600197008092380",,,"04","三级","01","0","01","1"
"36607","22016","吕匈英","220600194504242305",,,"04","三级","01","0","01","1"
"36608","22017","吕衰逐","220600194712062341",,,"04","三级","01","0","01","1"
"36609","22018","伍怯姥","220600195705242357",,,"04","三级","01","0","01","1"
"3661","1397","镇裂胜","341502199111170169",,,"01",,,"2","03","1"
"36610","22019","孛发英","220600194106292382",,,"04","三级","01","0","01","1"
"36611","22020","初缺艳","220600195504302368",,,"04","四级","01","0","01","1"
"36612","22021","班襄谅","22060019510131230X",,,"04","三级","04","0","01","1"
"36613","22022","熊立融","220600193908192266",,,"04","四级","04","0","01","1"
"36614","22023","镇嵌府","220600195504232371",,,"04","四级","01","0","01","1"
"36615","22024","初诡襄","22060019580920235X",,,"04","四级","04","0","01","1"
"36616","22025","吕姥费","220600193801052351",,,"04","三级","01","0","01","1"
"36617","22026","宓绣英","220600194010192256",,,"04","四级","04","0","01","1"
"36618","22027","熊矣埠","220600194804292347",,,"04","三级","01","0","01","1"
"36619","22028","熊哎融","220600194211192367",,,"04","三级","01","0","01","1"
"3662","1398","镇贤傈","341502193506100168",,,"01",,,"5","01","1"
"36620","22029","吕羌英","220600194312262352",,,"04","四级","01","0","01","1"
"36621","22030","让谅英","220600193611212254",,,"04","四级","01","0","01","1"
"36622","22031","初姥襄","220600194509022387",,,"04","三级","01","0","01","1"
"36623","22032","初小颖","220600198108072365",,,"04","三级","03","0","01","1"
"36624","22033","律谅英","220600194701052359",,,"04","四级","01","0","01","1"
"36625","22034","玄阮埠","220600194605282365",,,"04","三级","05","0","01","1"
"36626","22035","毛悠费","220600195206222351",,,"04","二级","02","0","01","1"
"36627","22036","孛棉锯","220600194803142259",,,"04","三级","01","0","01","1"
"36628","22037","贲立蒂","220600194307142364",,,"04","四级","01","0","01","1"
"36629","22038","让嵌英","220600194204262355",,,"04","三级","01","0","01","1"
"3663","1398","镇替购","341502197408180166",,,"01",,,"2","03","1"
"36630","22039","班孟稍","220600194704252348",,,"04","四级","01","0","01","1"
"36631","22040","吕毡谅","220600195410042358",,,"04","四级","01","0","01","1"
"36632","22041","玄怯绣","220600192908262362",,,"04","三级","01","0","01","1"
"36633","22042","熊诡费","220600194210052303",,,"04","二级","01","0","01","1"
"36634","22043","系卿","220600193806222380",,,"04","四级","05","0","01","1"
"36635","22044","贾嵌府","220600195703132349",,,"04","四级","04","0","01","1"
"36636","22045","初恩襄","220600195404182303",,,"04","三级","01","0","01","1"
"36637","22046","国发府","220600196206212262",,,"04","二级","01","0","01","1"
"36638","22047","吕瘪伤","220600196306252376",,,"04","四级","04","0","01","1"
"3664","1398","达绰花","341502197611126157",,,"04","二级","02","4","05","1"
"36640","22049","班孟素","220600195506182363",,,"04","二级","01","0","01","1"
"36641","22050","初饯","220600200008212367",,,"04","二级","04","0","01","1"
"36642","22051","吕锯英","22060019420601235X",,,"04","四级","01","0","01","1"
"36643","22052","玄小苗","220600196809242356",,,"04","二级","05","0","01","1"
"36644","22053","谬长府","220600197605162260",,,"04","二级","03","0","01","1"
"36645","22054","东锯流","220600197708202384",,,"04","一级","07","0","01","1"
"36646","22055","孛哎姥","220600194601212351",,,"04","三级","01","0","01","1"
"36647","22056","野讶磺","220600196002142346",,,"04","四级","01","0","01","1"
"36648","22057","所宙襄","220600196710062355",,,"04","四级","01","0","01","1"
"36649","22058","初唉伤","220600196507242377",,,"04","二级","04","0","01","1"
"35681","21090","伍小苗","220600197708181384",,,"04","三级","02","0","01","1"
"35682","21091","宓锯请","220600197405231399",,,"04","二级","04","0","01","1"
"35683","21092","长衰惫","220600197905181340",,,"04","四级","01","0","01","1"
"35684","21093","镇焦孟","220600194606101343",,,"04","二级","01","0","01","1"
"35685","21094","长磺圣","220600195201311363",,,"04","三级","07","0","01","1"
"35686","21095","所帅茂","220600195205241358",,,"04","三级","05","0","01","1"
"35687","21096","长苍栽","220600194407071364",,,"04","四级","01","0","01","1"
"35688","21097","闻莫英","220600194903191357",,,"04","三级","01","0","01","1"
"3675","1402","才绸艳","341502193004050148",,,"01",,,"5","01","1"
"36750","22159","百嗓英","220600195904232354",,,"04","三级","01","0","01","1"
"36751","22160","丰姥英","220600193208272257",,,"04","三级","01","0","01","1"
"36752","22161","允嵌伤","220600195705042347",,,"04","三级","01","0","01","1"
"36753","22162","班嵌保","22060019590313236X",,,"04","三级","01","0","01","1"
"36754","22163","漆桃府","220600195206172374",,,"04","三级","01","0","01","1"
"36755","22164","玄小淤","220600197408162368",,,"04","一级","05","0","01","1"
"36756","22165","允活府","220600196702162372",,,"04","三级","01","0","01","1"
"36757","22166","玄小寐","220600197009242360",,,"04","二级","05","0","01","1"
"36758","22167","初苗英","220600194909162354",,,"04","三级","01","0","01","1"
"36759","22168","犁肉肋","220600194111242363",,,"04","三级","01","0","01","1"
"3676","1403","孛衰府","341502193711050163",,,"04","三级","04","4","01","1"
"36760","22169","阿栽菇","220600197512252363",,,"04","三级","06","0","01","1"
"36761","22170","初姥襄","220600195506132358",,,"04","二级","02","0","01","1"
"36762","22171","仙悠府","22060019650602233X",,,"04","四级","01","0","01","1"
"36763","22172","国匈了","22060019900801236X",,,"04","一级","07","0","01","1"
"36764","22173","阿凑襄","220600196311072302",,,"04","二级","01","0","01","1"
"36765","22174","孛糙范","512427198505271800",,,"04","二级","01","0","01","1"
"36766","22175","玄兹王","220600199904152360",,,"04","二级","03","0","01","1"
"36767","22176","贾俊","220600198510152347",,,"04","二级","02","0","01","1"
"36768","22177","国围扶","220600195405112374",,,"04","四级","01","0","01","1"
"37038","22447","允伤府","220600194907133162",,,"04","二级","01","0","01","1"
"37039","22448","吕恋府","220600195409013162",,,"04","三级","01","0","01","1"
"3704","1415","丛诡伤","341502194310220162",,,"02",,,"5","01","1"
"37040","22449","熊筋襄","220600194705243101",,,"04","四级","01","0","01","1"
"37041","22450","吕小颈","220600197303293169",,,"04","三级","03","0","01","1"
"37042","22451","吕诡府","220600196803193127",,,"04","三级","01","0","01","1"
"37043","22452","吕恩姥","220600197106233183",,,"04","二级","01","0","01","1"
"37044","22453","熊筋襄","220600196202273105",,,"04","二级","04","0","01","1"
"37045","22454","孛缺钮","220600196007043152",,,"04","二级","07","0","01","1"
"37046","22455","熊小伤","220600196807293168",,,"04","四级","01","0","01","1"
"37047","22456","吕花灼","220600197108223149",,,"04","三级","01","0","01","1"
"37048","22457","吕凑府","220600196710053141",,,"04","二级","01","0","01","1"
"37049","22458","熊盛棉","220600195706103121",,,"04","四级","01","0","01","1"
"3705","1416","孛兹伤","341502196108140168",,,"04","一级","07","3","01","1"
"37050","22459","吕叭府","22060019770819314X",,,"04","二级","01","0","01","1"
"37051","22460","熊鲁府","220600195806093143",,,"04","二级","05","0","01","1"
"37052","22461","吕筋府","220600195111203166",,,"04","二级","01","0","01","1"
"37053","22462","隋小锯","220600197207023185",,,"04","二级","05","0","01","1"
"37054","22463","熊娘襄","220600196207103156",,,"04","四级","01","0","01","1"
"37055","22464","吕垂蒂","220600194809183123",,,"04","四级","01","0","01","1"
"37057","22466","熊哎蒂","220600195206213105",,,"04","三级","04","0","01","1"
"37058","22467","达姥英","220600195312123154",,,"04","二级","01","0","01","1"
"37059","22468","长绣英","220600194303213153",,,"04","三级","01","0","01","1"
"3706","1417","镇寐购","341502197407240147",,,"04","四级","01","3","01","1"
"37060","22469","长哎英","220600196201163182",,,"04","三级","01","0","01","1"
"37061","22470","吕紊","220600199207033163",,,"04","二级","04","0","01","1"
"37062","22471","吕小伤","220600196002053167",,,"04","二级","04","0","01","1"
"3783","1445","针小流","341502195703205304",,,"04","一级","07","5","02","1"
"37830","23239","谬襄宝","220600196506233137",,,"04","四级","02","0","01","1"
"37831","23240","哈菱","220600194404213160",,,"04","二级","01","0","01","1"
"37832","23241","麴样嗓厦","220600195003173166",,,"04","二级","01","0","01","1"
"37833","23242","吕小姥","22060019590314319X",,,"04","二级","03","0","01","1"
"37834","23243","孛哎流","220600196810173108",,,"04","三级","01","0","01","1"
"37835","23244","律悠发","220600194405213146",,,"04","二级","05","0","01","1"
"37836","23245","麴样帅灼","220600195902213176",,,"04","二级","01","0","01","1"
"3172","1209","镇睛璨","34150220080726015X",,"03","01",,,"5","04","1"
"31720","17129","泰折蕴","220600194301319448",,,"04","二级","01","0","01","1"
"31721","17130","其苗英","220600197007029486",,,"04","三级","01","0","01","1"
"31722","17131","孛蒲","22060019730621944X",,,"04","三级","01","0","01","1"
"31723","17132","丛凑府","220600196110249466",,,"04","三级","04","0","01","1"
"31724","17133","娄苗狰","220600195210139403",,,"04","三级","05","0","01","1"
"31725","17134","镇长钮","220600196907309454",,,"04","三级","01","0","01","1"
"31726","17135","何逐购","220600195806309434",,,"04","一级","07","0","01","1"
"31727","17136","国恩府","220600195806229469",,,"04","三级","01","0","01","1"
"31728","17137","泰知了","220600200008277144",,,"04","四级","03","0","01","1"
"31729","17138","泰迎譬","220600196509079462",,,"04","三级","01","0","01","1"
"3173","1210","达阮橡","341502193806230140",,,"04","二级","04","5","01","1"
"31730","17139","熊氏顾","220600195405249442",,,"04","二级","01","0","01","1"
"31731","17140","孛保顾","220600195406089460",,,"04","三级","01","0","01","1"
"31732","17141","犁融炊","220600195302239460",,,"04","二级","01","0","01","1"
"31733","17142","罕恩流","220600195801189453",,,"04","三级","01","0","01","1"
"31734","17143","犁兼磺","220600200108079460",,,"04","四级","01","0","01","1"
"31735","17144","犁学孟","220600196003019438",,,"04","四级","01","0","01","1"
"31736","17145","吕慌厦","220600194204019072",,,"04","二级","01","0","01","1"
"31737","17146","娄保伤","220600196306029449",,,"04","三级","01","0","01","1"
"31738","17147","其保裂","220600193705019463",,,"04","三级","01","0","01","1"
"31739","17148","吕凑英","22060019451126940X",,,"04","三级","01","0","01","1"
"3174","1210","镇慌茂","341502194106100155",,,"04","四级","05","3","02","1"
"31740","17149","吕夜保","220600195607179366",,,"04","四级","04","0","01","1"
"31741","17150","犁锯钮","22060019630924948X",,,"04","一级","01","0","01","1"
"31742","17151","玄夜府","220600196812139464",,,"04","四级","01","0","01","1"
"31743","17152","吕譬花","220600197509149496",,,"04","一级","01","0","01","1"
"31744","17153","丰恩购","22060019700815940X",,,"04","三级","01","0","01","1"
"31745","17154","针恩英","220600195508089453",,,"04","三级","01","0","01","1"
"31746","17155","坚腥伤","220600197601089465",,,"04","四级","01","0","01","1"
"31747","17156","坚筋府","220600196307039462",,,"04","二级","01","0","01","1"
"31748","17157","坚滓府","220600195510269437",,,"04","四级","04","0","01","1"
"32622","18031","野贤譬","220600197508125847",,,"04","四级","03","0","01","1"
"32623","18032","野榆卒","220600200706035847",,,"04","三级","05","0","01","1"
"32624","18033","孛府流","220600194803305855",,,"04","三级","01","0","01","1"
"32625","18034","达紊","220600199107205861",,,"04","三级","01","0","01","1"
"32626","18035","同悠绣","220600198010285186",,,"04","一级","07","0","01","1"
"32627","18036","班奥兹","220600196911205877",,,"04","三级","01","0","01","1"
"32628","18037","班小僚","220600198012121169",,,"04","三级","01","0","01","1"
"32629","18038","野诡保","220600195301115853",,,"04","二级","03","0","01","1"
"3263","1243","镇长伤","341502195802040162",,,"02",,,"3","01","1"
"32630","18039","班离","220600198408305861",,,"04","二级","02","0","01","1"
"32631","18040","班贤志","220600197606045840",,,"04","三级","01","0","01","1"
"32632","18041","达绣英","220600193710135856",,,"04","二级","04","0","01","1"
"32633","18042","班且胳","220600194806305842",,,"04","二级","02","0","01","1"
"32634","18043","班围瘪","220600197709155866",,,"04","三级","01","0","01","1"
"32635","18044","班减志","22060019590102586X",,,"04","三级","02","0","01","1"
"32636","18045","江鄂茂","220600195210205802",,,"04","四级","01","0","01","1"
"32637","18046","班此凑","22060019350611584X",,,"04","三级","01","0","01","1"
"32638","18047","班寐志","220600195708315849",,,"04","二级","01","0","01","1"
"32639","18048","班发僧","220600195012115849",,,"04","三级","01","0","01","1"
"3264","1244","班帅保","341502194210140165",,,"04","四级","01","5","01","1"
"32640","18049","班缺钮","220600194311265850",,,"04","二级","02","0","01","1"
"32641","18050","班锐伤","220600196908295875",,,"04","三级","01","0","01","1"
"32642","18051","班嵌局","220600198109045860",,,"04","三级","05","0","01","1"
"32643","18052","班锌脖","220600197111095870",,,"04","四级","01","0","01","1"
"32644","18053","达潭赖","220600195607185854",,,"04","三级","01","0","01","1"
"32645","18054","班绝绝","220600198808025850",,,"04","四级","02","0","01","1"
"32646","18055","班竞流","220600195806075850",,,"04","三级","01","0","01","1"
"32647","18056","班嵌府","220600196205235841",,,"04","三级","01","0","01","1"
"4508","1745","国恋","341502200001299768",,,"01",,,"2","03","1"
"45080","30489","伍怯姥","341502195404211050",,,"04","四级","01","0","01","1"
"45081","30490","丛小鸭","341502198705021051",,,"04","四级","02","0","01","1"
"45082","30491","班小壕","341502198905141074",,,"04","三级","07","0","01","1"
"45083","30492","丛小断","341502196408241067",,,"04","四级","03","0","01","1"
"45084","30493","壬秃英","341502196203301003",,,"04","四级","01","0","01","1"
"45085","30494","伟无菇","341502198211251068",,,"04","一级","07","0","01","1"
"45087","30496","宰衅囊","341502192412221052",,,"04","一级","07","0","01","1"
"45088","30497","丛围发","341502194902131040",,,"04","三级","01","0","01","1"
"45089","30498","熊卿","341502199110291065",,,"04","二级","03","0","01","1"
"4509","1746","麴样翁蒂","341502193507029762",,,"02",,,"5","01","1"
"45090","30499","班渺轨","34150219690309106X",,,"04","三级","01","0","01","1"
"38194","23603","利凑绣","220600194906234850",,,"04","二级","05","0","01","1"
"38195","23604","律锯襄","220600195905294856",,,"04","三级","01","0","01","1"
"38196","23605","吕襄英","220600195011074854",,,"04","二级","01","0","01","1"
"38197","23606","野宙圣","220600195512264867",,,"04","二级","01","0","01","1"
"38198","23607","野小英","22060019590103415X",,,"04","三级","01","0","01","1"
"38199","23608","让诡姥","220600194110184851",,,"04","二级","01","0","01","1"
"382","153","镇长府","341502195506030365",,,"01",,,"5","01","1"
"3820","1463","镇潭艳","341502195101205366",,,"04","四级","01","5","01","1"
"38200","23609","野公府","220600198308074840",,,"04","三级","01","0","01","1"
"38201","23610","野筋唁","220600196111094865",,,"04","二级","01","0","01","1"
"38202","23611","针小钮","220600196601204852",,,"04","二级","04","0","01","1"
"38203","23612","利苗姥","220600195605074851",,,"04","二级","04","0","01","1"
