"ID","AAA027","XM","SFZH","BMID","XXDZ","YLFZE","KBFY","JBYBZF","DBBX","NBX","WBX","YLJZ","CZDD","DDJGCD","GRZF"
"5416","360521","达彗希","341502202101106168","433","山东省德州市陵城区前门大街494号","41764","30733","18019","0","0","0","0","0","0","23773"
"5417","360521","达彗尤","341502202101106141","433","山东省德州市陵城区前门大街494号","55591","42107","24844","0","0","0","0","0","0","30778"
"5418","360521","镇阮择","34150220210106106X","450","山东省德州市陵城区前门大街392号","60779","48926","28504","763","0","0","0","0","0","31572"
"5419","360521","伟柘睿","341502202101056172","443","山东省德州市陵城区前门大街729号","38780","30671","11903","0","0","0","0","0","0","26908"
"5420","360521","伟柘彗","341502202101056148","443","山东省德州市陵城区前门大街729号","40783","32274","12544","348","0","0","0","0","0","27952"
"5421","360502","吕搜造","429013200806187164","267","山东省德州市陵城区前门大街803号","80785","40045","23608","0","0","0","0","0","0","57208"
"5422","360521","班修猱","341502200802192151","416","山东省德州市陵城区前门大街815号","74278","48472","29266","73","0","0","0","56","0","44971"
"5423","360521","麴样珐伤","341502196111049760","497","山东省德州市陵城区前门大街661号","194494","123445","48244","33631","0","0","0","0","0","112679"
"5424","360521","麴样勿伤","341502197001089766","497","山东省德州市陵城区前门大街661号","87848","67978","47389","956","0","0","0","92","0","39500"
"5425","360521","利悠襄","341502196108159758","493","山东省德州市陵城区前门大街986号","70964","47773","29161","0","0","0","0","0","0","41833"
"5426","360521","漆俊譬","341502196212239766","493","山东省德州市陵城区前门大街986号","93912","63779","23176","7648","0","0","0","0","0","63148"
"5427","360521","国孟","341502198402169761","493","山东省德州市陵城区前门大街986号","90670","73088","28102","19289","2363","5030","7807","0","0","28228"
"5428","360521","班圣襄","341502195911179753","497","山东省德州市陵城区前门大街661号","166374","82580","47645","9157","0","0","0","0","0","109633"
"5429","360521","麴样穗蒂","341502196109139767","497","山东省德州市陵城区前门大街661号","48440","35114","19352","2840","371","1588","1165","0","0","23275"
"5430","360521","坚僚僚","341502198808115384","454","山东省德州市陵城区前门大街302号","25315","14336","4567","0","0","0","0","0","0","20778"
"5431","360521","伟苗花","341502195211155355","454","山东省德州市陵城区前门大街302号","171400","122538","74371","17458","0","0","0","61","0","79601"
"5432","360521","班凑府","341502195612245060","489","山东省德州市陵城区前门大街258号","75160","60096","35638","3185","0","0","0","0","0","36396"
"5433","360521","丛饵艳","341502195601245065","489","山东省德州市陵城区前门大街258号","45703","30274","17744","0","0","0","0","0","0","27989"
"5434","360521","丛浊府","341502195906225065","489","山东省德州市陵城区前门大街258号","33091","25086","14678","0","0","0","0","61","0","18412"
"5435","360521","班建","341502196909265366","449","山东省德州市陵城区前门大街40号","54800","34740","27414","0","0","0","0","0","0","27418"
"5436","360521","班流襄","341502195603315303","449","山东省德州市陵城区前门大街40号","79810","57512","34502","2363","0","0","0","61","0","42974"
"5437","360521","毛邮赫","341502194707045067","491","山东省德州市陵城区前门大街898号","77974","53503","29615","9419","1021","5610","10904","92","0","21492"
"5438","360521","班嵌伤","341502195404185067","491","山东省德州市陵城区前门大街898号","48590","40744","24535","178","0","0","0","0","0","23936"
"5439","360521","其壕苗","341502195412245058","491","山东省德州市陵城区前门大街898号","168768","105824","41196","27287","0","0","0","0","0","100345"
"5440","360521","丛素埠","341502193602245367","451","山东省德州市陵城区前门大街662号","79021","58550","36286","1870","0","0","0","0","0","40927"
"5441","360521","丛慌凑","341502195508195059","489","山东省德州市陵城区前门大街258号","49858","32050","12454","268","0","0","0","0","0","37196"
"5442","360521","江诡怯","341502193308205356","454","山东省德州市陵城区前门大街302号","65920","57053","44880","0","0","0","0","0","0","21068"
"5443","360521","江绣姥","341502194711259754","495","山东省德州市陵城区前门大街475号","54247","27625","21722","0","0","0","0","0","0","32555"
"5444","360521","江蒜怯","341502195404249753","495","山东省德州市陵城区前门大街475号","36522","32882","12019","1028","0","0","0","0","0","23536"
"5445","360521","宓肉惶","341502195801199753","495","山东省德州市陵城区前门大街475号","67100","53476","31816","1506","0","0","0","0","0","33840"
"5446","360521","玄局","341502199306249766","495","山东省德州市陵城区前门大街475号","41490","27800","16260","0","0","0","0","0","0","25260"
"5447","360521","江凑灼","341502195809059755","495","山东省德州市陵城区前门大街475号","136080","103508","64950","11754","0","0","0","0","0","59437"
"5448","360521","漆哎英","341502193909219753","493","山东省德州市陵城区前门大街986号","42811","38602","23516","0","0","0","0","0","0","19325"
"5449","360521","玄柜脖","341502194202029766","494","山东省德州市陵城区前门大街516号","63095","46733","28600","0","0","0","0","61","0","34495"
"5450","360521","江禹英","341502197111095059","492","山东省德州市陵城区前门大街963号","54282","35323","16932","2564","337","1146","1054","61","0","32368"
"5394","360521","镇杼断","341502201810073755","554","山东省德州市陵城区前门大街898号","24479","16373","5414","0","0","0","0","0","0","19094"
"5395","360521","熊引筹","341502201812173944","527","山东省德州市陵城区前门大街181号","28517","23378","6682","0","0","0","0","0","0","21866"
"5451","360521","孛矣譬","341502194904195064","492","山东省德州市陵城区前门大街963号","97001","96128","38086","23336","0","0","0","0","0","35640"
"5452","360521","敏涵入","341502195110185061","490","山东省德州市陵城区前门大街830号","75366","68153","46129","1724","0","0","0","0","0","27572"
"5453","360521","玄瘩权","341502194901045060","492","山东省德州市陵城区前门大街963号","102294","87912","52327","9860","0","0","0","0","0","40165"
"5454","360521","班海谅","341502197503029755","492","山东省德州市陵城区前门大街963号","101395","82187","53702","5600","0","0","0","0","0","42152"
"5455","360521","丛绣融","341502194408029745","494","山东省德州市陵城区前门大街516号","74610","64982","38786","4274","0","0","0","61","0","31578"
"5456","360521","丛绣围","341502193910139769","494","山东省德州市陵城区前门大街516号","90722","80216","49430","6982","0","0","0","0","0","34370"
"5457","360521","桓蚀陨","341502195110305051","490","山东省德州市陵城区前门大街830号","50783","24076","11926","0","0","0","9142","0","0","29774"
"5458","360521","熊万伤","341502197510285044","492","山东省德州市陵城区前门大街963号","37662","21038","6846","0","0","0","0","0","0","30846"
"5459","360521","孛完钮","341502196112115053","490","山东省德州市陵城区前门大街830号","291048","145146","75349","17945","0","0","0","61","0","197783"
"5460","360521","敏凑谅","34150219530127215X","417","山东省德州市陵城区前门大街590号","75562","58116","33241","2658","0","0","0","0","0","39721"
"5461","360521","娄蒲伤","341502195107102165","417","山东省德州市陵城区前门大街590号","44507","27949","15193","0","0","0","0","124","0","29249"
"5462","360521","娄襄府","341502195704102171","417","山东省德州市陵城区前门大街590号","30473","11332","5473","0","0","0","0","61","0","24998"
"5463","360521","娄锯府","341502197105254965","417","山东省德州市陵城区前门大街590号","45956","41558","24515","0","0","0","0","0","0","21472"
"5464","360521","熊锯襄","341502195805292189","417","山东省德州市陵城区前门大街590号","41419","28366","14914","0","0","0","0","0","0","26536"
"5465","360521","国圣发","341502195103182161","417","山东省德州市陵城区前门大街590号","121133","100093","76452","2694","0","0","0","0","0","42047"
"5466","360521","镇寐寐","34150219730328214X","417","山东省德州市陵城区前门大街590号","35267","28183","16794","0","0","0","0","0","0","18503"
"5467","360521","镇小来","341502197006237166","417","山东省德州市陵城区前门大街590号","104609","56471","33590","2285","0","0","0","61","0","68762"
"5468","360521","吕慌怯","341502195409202153","417","山东省德州市陵城区前门大街590号","56594","24803","15446","0","0","0","0","0","0","41178"
"5469","360521","马蚀惶","341502194711222150","417","山东省德州市陵城区前门大街590号","65039","49930","29538","745","0","0","0","0","0","34817"
"5470","360521","娄悬埠","341502195303122163","417","山东省德州市陵城区前门大街590号","98681","76362","45706","6904","0","0","0","0","0","46132"
"5471","360521","娄锯英","341502196610182152","417","山东省德州市陵城区前门大街590号","133805","111869","57336","22326","0","0","0","0","0","54203"
"5472","360521","娄栽伤","341502196004102167","417","山东省德州市陵城区前门大街590号","72884","50414","29843","947","0","0","0","92","0","42094"
"5473","360521","敏涵蚀苗","341502194611032157","417","山东省德州市陵城区前门大街590号","42139","25063","13754","0","0","0","0","0","0","28415"
"5474","360521","丛惜三","341502198301211051","416","山东省德州市陵城区前门大街815号","43523","23078","14627","0","0","0","0","0","0","28926"
"5475","360521","漆丹","341502198505079152","416","山东省德州市陵城区前门大街815号","50963","36155","20888","0","0","0","0","61","0","30073"
"5476","360521","班知栽","341502200209282164","416","山东省德州市陵城区前门大街815号","31340","20671","10189","0","0","0","0","0","0","21181"
"5477","360521","么镍英","341502193203189951","416","山东省德州市陵城区前门大街815号","72418","52579","38900","0","0","0","0","61","0","33516"
"5478","360521","班小糕","341502197107102172","416","山东省德州市陵城区前门大街815号","60592","45240","27264","0","0","0","0","0","0","33358"
"5479","360521","娄去钮","341502197212091057","416","山东省德州市陵城区前门大街815号","64223","39971","26882","0","0","0","0","0","0","37369"
"5480","360521","丛凑襄","341502195609122158","416","山东省德州市陵城区前门大街815号","74866","54278","33095","1260","0","0","0","56","0","40544"
"5481","360521","达海请","341502200612102151","416","山东省德州市陵城区前门大街815号","34601","25932","15320","0","0","0","0","0","0","19310"
"5482","360521","丛府伤","341502196511112167","418","山东省德州市陵城区前门大街412号","49651","30391","17862","0","0","0","0","61","0","31788"
"5483","360521","班诡谅","341502196304262154","419","山东省德州市陵城区前门大街455号","155947","121751","70470","19278","0","0","0","0","0","66259"
"5484","360521","玄诡流","341502195504172159","418","山东省德州市陵城区前门大街412号","64541","45037","34415","0","0","0","0","0","0","30156"
"5485","360521","马嵌流","341502196704272159","412","山东省德州市陵城区前门大街679号","184768","110046","62156","24455","2950","18522","17629","124","0","59112"
"5486","360521","丛小譬","341502196810126104","415","山东省德州市陵城区前门大街885号","59470","48404","30188","0","0","0","0","0","0","29311"
